TV Series,Utterances,dialog_ids,uttr_ids,seasons,episodes,start_times,end_times,sentiment,emotion,intensity,emotion2,intensity2,emotion3,intensity3
BBT,"that's my life, my friends. good to see you. say bye",212,15,1,8,00:01:36:805,00:01:39:264,negative,anger,2,joy,1,,
BBT,bye.,212,16,1,8,00:01:39:432,00:01:40:474,positive,joy,2,,,,
BBT,bye-bye,212,17,1,8,00:01:39:432,00:01:40:474,positive,joy,2,,,,
BBT,"dr. koothrappali: wait, wait",212,18,1,8,00:01:40:642,00:01:42:226,neutral,neutral,,,,,
BBT,"before you go, we have good news",212,19,1,8,00:01:43:728,00:01:45:521,positive,joy,2,,,,
BBT,"you see, kandor was the capital city of the planet krypton",213,0,1,9,00:07:08:678,00:07:12:639,positive,joy,1,,,,
BBT,it was miniaturized by brainiac before krypton exploded,213,1,1,9,00:07:12:807,00:07:15:475,positive,joy,1,,,,
BBT,and then rescued by superman,213,2,1,9,00:07:15:643,00:07:17:436,positive,joy,2,,,,
BBT,"oh, nice",213,3,1,9,00:07:18:604,00:07:21:064,positive,surprise,2,joy,1,,
BBT,it's a lot cooler when girls aren't looking at it,213,4,1,9,00:07:21:732,00:07:24:359,negative,sadness,1,disgust,1,,
BBT,"here, why don't you put these on while i find a shirt and sport coat?",213,5,1,9,00:07:25:528,00:07:28:780,neutral,neutral,,,,,
BBT,"great, be right back.",213,6,1,9,00:07:28:948,00:07:31:616,positive,acceptance,2,joy,1,,
BBT,where are you going? put them on,213,7,1,9,00:07:28:948,00:07:31:616,positive,surprise,2,,,,
BBT,here?,213,8,1,9,00:07:31:784,00:07:34:619,positive,surprise,3,,,,
BBT,"oh, are you shy?",213,9,1,9,00:07:31:784,00:07:34:619,positive,surprise,1,joy,2,,
BBT,"no, i'm not shy.",213,10,1,9,00:07:34:787,00:07:37:038,negative,acceptance,1,fear,1,,
BBT,"don't worry, i won't look",213,11,1,9,00:07:34:787,00:07:37:038,positive,acceptance,1,,,,
BBT,i know you won't. why would you look? there's nothing to see. not noth,213,12,1,9,00:07:37:206,00:07:40:542,negative,sadness,2,disgust,1,,
BBT,"sweetie, put the pants on.",213,13,1,9,00:07:40:710,00:07:43:503,positive,joy,2,,,,
BBT,i'm gonna put them on,213,14,1,9,00:07:40:710,00:07:43:503,neutral,neutral,,,,,
BBT,"so, you know, isn't there some way you and sheldon could compromise",213,15,1,9,00:07:44:630,00:07:47:924,neutral,neutral,,,,,
BBT,on this presentation thing?,213,16,1,9,00:07:48:092,00:07:49:509,neutral,neutral,,,,,
BBT,"no, no. scientists do not compromise",213,17,1,9,00:07:49:677,00:07:52:387,negative,acceptance,1,disgust,2,anger,1
BBT,our minds are trained to synthesize facts and come to inarguable conclusions,213,18,1,9,00:07:52:555,00:07:56:391,neutral,neutral,,,,,
BBT,"not to mention, sheldon is bat-crap crazy",213,19,1,9,00:07:56:893,00:08:00:770,negative,disgust,2,,,,
BBT,it's the social protocol,214,0,1,10,00:05:26:200,00:05:27:993,positive,sadness,2,disgust,1,,
BBT,it's what you do,214,1,1,10,00:05:28:161,00:05:29:202,negative,sadness,2,disgust,1,,
BBT,when you have a friend who's proud of something they really suck at,214,2,1,10,00:05:29:370,00:05:32:748,negative,disgust,3,,,,
BBT,i was not aware of that,214,3,1,10,00:05:33:750,00:05:35:208,negative,acceptance,2,,,,
BBT,"well, now you are.",214,4,1,10,00:05:35:376,00:05:37:961,positive,acceptance,1,sadness,1,,
BBT,"oh, all right",214,5,1,10,00:05:35:376,00:05:37:961,positive,acceptance,2,,,,
BBT,leonard?,214,6,1,10,00:05:38:129,00:05:39:629,neutral,neutral,,,,,
BBT,yes?,214,7,1,10,00:05:38:129,00:05:39:629,positive,acceptance,1,,,,
BBT,"when we played chess earlier, you were terrific, and i can't wait to play you again",214,8,1,10,00:05:39:797,00:05:43:675,negative,disgust,1,,,,
BBT,good night,214,9,1,10,00:05:43:843,00:05:45:385,neutral,neutral,,,,,
BBT,sheldon: leonard? leonard?,214,10,1,10,00:05:49:849,00:05:51:433,neutral,neutral,,,,,
BBT,leonard? leonard?,214,11,1,10,00:05:51:601,00:05:53:977,neutral,neutral,,,,,
BBT,this would be so much easier if i were a violent sociopath,214,12,1,10,00:05:54:145,00:05:57:356,negative,sadness,2,disgust,1,,
BBT,leonard? leonard?,214,13,1,10,00:05:57:523,00:05:59:941,neutral,neutral,,,,,
BBT,what?,214,14,1,10,00:06:01:152,00:06:03:487,negative,anger,3,disgust,3,,
BBT,i was analyzing our lie,214,15,1,10,00:06:01:152,00:06:03:487,neutral,neutral,,,,,
BBT,and i believe we're in danger of penny seeing through the ruse,214,16,1,10,00:06:03:654,00:06:06:740,negative,fear,2,sadness,1,,
BBT,how?,214,17,1,10,00:06:07:158,00:06:09:117,negative,surprise,3,disgust,1,,
BBT,simple,214,18,1,10,00:06:07:158,00:06:09:117,positive,acceptance,1,,,,
BBT,if she were to log on to www. socalphysicsgroup.org/activities/other,214,19,1,10,00:06:09:285,00:06:14:456,neutral,neutral,,,,,
BBT,"oh, my god. professor guggenheim is melting. gotta go. bye",215,0,1,11,00:12:06:267,00:12:09:811,negative,surprise,3,disgust,1,,
BBT,i feel really guilty. rajesh: you did what you had to do,215,1,1,11,00:12:16:110,00:12:19:320,negative,sadness,2,disgust,1,,
BBT,: take your stinking paws off my popcorn,215,2,1,11,00:12:19:488,00:12:22:574,negative,anger,3,disgust,3,,
BBT,you damn dirty ape,215,3,1,11,00:12:22:742,00:12:25:660,negative,anger,3,disgust,3,,
BBT,thanks for bringing me home,216,0,1,11,00:12:29:915,00:12:31:791,positive,acceptance,1,,,,
BBT,"oh, it's okay. i didn't really need to work today",216,1,1,11,00:12:31:959,00:12:34:210,positive,acceptance,1,,,,
BBT,it's not like i have rent or car payments or anything,216,2,1,11,00:12:34:378,00:12:37:255,negative,disgust,2,,,,
BBT,"good, good",216,3,1,11,00:12:37:423,00:12:39:466,positive,acceptance,2,,,,
BBT,"okay, well, you feel better",216,4,1,11,00:12:40:718,00:12:42:719,positive,joy,1,,,,
BBT,wait. where are you going?,216,5,1,11,00:12:42:887,00:12:45:221,negative,surprise,3,,,,
BBT,"um, home to write some bad checks",216,6,1,11,00:12:45:848,00:12:49:893,negative,joy,1,disgust,1,,
BBT,you're going to leave me?,216,7,1,11,00:12:50:853,00:12:52:145,negative,surprise,3,disgust,1,,
BBT,"sheldon, you are a grown man. haven't you ever been sick before?",216,8,1,11,00:12:52:688,00:12:55:857,negative,surprise,3,disgust,1,,
BBT,"of course, but not by myself",216,9,1,11,00:12:56:025,00:12:59:235,positive,acceptance,2,sadness,1,,
BBT,really? never?,216,10,1,11,00:12:59:403,00:13:01:196,negative,surprise,3,,,,
BBT,"well, once, when i was 15 and spending the summer",216,11,1,11,00:13:01:363,00:13:04:491,neutral,neutral,,,,,
BBT,at the heidelberg institute in germany,216,12,1,11,00:13:04:658,00:13:06:785,neutral,neutral,,,,,
BBT,studying abroad?,216,13,1,11,00:13:07:161,00:13:10:580,positive,surprise,1,,,,
BBT,"no, visiting professor",216,14,1,11,00:13:07:161,00:13:10:580,negative,acceptance,1,,,,
BBT,"anyway, the local cuisine was a little more sausage-based than i'm used to",216,15,1,11,00:13:12:625,00:13:16:795,negative,sadness,1,disgust,1,,
BBT,and the result was an internal blitzkrieg,216,16,1,11,00:13:16:962,00:13:19:088,negative,disgust,1,,,,
BBT,with my lower intestine playing the part of czechoslovakia,216,17,1,11,00:13:19:256,00:13:23:009,negative,disgust,1,,,,
BBT,and there was no one there to take care of you?,216,18,1,11,00:13:23:594,00:13:25:762,negative,surprise,2,sadness,1,,
BBT,"no, my mom had to fly back to texas to help my dad",216,19,1,11,00:13:25:930,00:13:29:390,negative,sadness,2,,,,
BBT,sheldon.,217,0,1,12,00:09:42:456,00:09:43:707,neutral,neutral,,,,,
BBT,yes?,217,1,1,12,00:09:42:456,00:09:43:707,positive,acceptance,1,,,,
BBT,go away,217,2,1,12,00:09:43:874,00:09:46:042,negative,anger,3,disgust,1,,
BBT,did leonard tell you to say that?,217,3,1,12,00:09:46:669,00:09:48:211,positive,surprise,3,disgust,1,,
BBT,"no, i thought of it all by myself",217,4,1,12,00:09:48:796,00:09:50:547,positive,joy,1,disgust,1,,
BBT,huh? can't be a coincidence,217,5,1,12,00:09:52:174,00:09:55:594,negative,disgust,2,,,,
BBT,there must be some causal link i'm missing,217,6,1,12,00:09:55:761,00:09:59:222,negative,sadness,2,disgust,1,,
BBT,go away,217,7,1,12,00:10:01:475,00:10:04:603,negative,anger,3,disgust,1,,
BBT,sheldon: curiouser and curiouser,217,8,1,12,00:10:11:777,00:10:15:071,neutral,neutral,,,,,
BBT,is he here?,217,9,1,12,00:10:18:868,00:10:22:579,negative,fear,2,,,,
BBT,"if he were, i wouldn't be",217,10,1,12,00:10:18:868,00:10:22:579,negative,disgust,2,,,,
BBT,you know what he did? he watched me work,217,11,1,12,00:10:22:747,00:10:25:040,negative,anger,1,disgust,2,,
BBT,and then started to design a simple piece of software that could replace me,217,12,1,12,00:10:25:207,00:10:29:711,negative,disgust,2,,,,
BBT,is that even possible?,217,13,1,12,00:10:30:713,00:10:32:130,negative,surprise,3,disgust,1,,
BBT,"as it turns out, yes",217,14,1,12,00:10:32:298,00:10:34:174,positive,acceptance,2,,,,
BBT,something's gotta be done about him.,217,15,1,12,00:10:35:885,00:10:38:470,negative,anger,1,disgust,2,,
BBT,like what?,217,16,1,12,00:10:35:885,00:10:38:470,positive,surprise,1,,,,
BBT,he'll never cope with the fact that some 15-year-old is smarter,217,17,1,12,00:10:38:638,00:10:41:890,negative,sadness,2, disgust,1,,
BBT,and more accomplished than he is,217,18,1,12,00:10:42:058,00:10:43:767,negative,sadness,1,disgust,1,,
BBT,"leonard, excellent. i wanna show you something",218,0,1,13,00:06:28:846,00:06:31:014,positive,joy,3,,,,
BBT,can it wait? i need to talk to you,218,1,1,13,00:06:31:182,00:06:33:058,negative,sadness,2,disgust,1,,
BBT,just look. i've designed the perfect uniforms for our team,218,2,1,13,00:06:33:226,00:06:36:353,positive,joy,3,,,,
BBT,the colors are based on star trek: the original series,218,3,1,13,00:06:36:521,00:06:39:106,positive,joy,2,,,,
BBT,the three of you will wear support red and i will wear command gold,218,4,1,13,00:06:39:273,00:06:43:527,positive,joy,1,,,,
BBT,"why do they say ""aa""?",218,5,1,13,00:06:44:445,00:06:45:946,positive,surprise,3,disgust,1,,
BBT,army ants,218,6,1,13,00:06:46:531,00:06:47:656,positive,joy,2,,,,
BBT,isn't that confusing? aa might mean something else to certain people,218,7,1,13,00:06:48:991,00:06:52:828,negative,disgust,2,,,,
BBT,why would a physics bowl team be called anodized aluminum?,218,8,1,13,00:06:53:788,00:06:57:582,negative,disgust,1,,,,
BBT,"no, i meant",218,9,1,13,00:06:57:917,00:06:58:959,negative,acceptance,1,,,,
BBT,never mind,218,10,1,13,00:07:00:294,00:07:01:920,negative,acceptance,1,disgust,1,,
BBT,"hey, check it out",218,11,1,13,00:07:02:088,00:07:03:797,positive,joy,2,,,,
BBT,i got you a batman cookie jar,218,12,1,13,00:07:03:965,00:07:07:092,positive,joy,2,,,,
BBT,"oh, neat. what's the occasion?",218,13,1,13,00:07:07:260,00:07:10:345,positive,surprise,2,joy,3,,
BBT,"well, you're a friend and you like batman and cookies",218,14,1,13,00:07:10:513,00:07:13:640,positive,joy,1,,,,
BBT,and you're off the team,218,15,1,13,00:07:13:808,00:07:15:308,neutral,neutral,,,,,
BBT,sheldon: what?,218,16,1,13,00:07:18:813,00:07:20:021,negative,surprise,3,,,,
BBT,"howard, raj and i just had a team meeting",218,17,1,13,00:07:20:189,00:07:22:524,neutral,neutral,,,,,
BBT,you didn't.,218,18,1,13,00:07:22:692,00:07:24:860,negative,anger,2,disgust,1,,
BBT,we did. i just came from there,218,19,1,13,00:07:22:692,00:07:24:860,positive,acceptance,2,,,,
BBT,"you're joking, right?",219,0,1,14,00:04:45:827,00:04:49:997,negative,surprise,2,disgust,1,,
BBT,"oh, i never joke when it comes to vertigo",219,1,1,14,00:04:45:827,00:04:49:997,positive,acceptance,1,,,,
BBT,"damn. okay, i'll just take the roof",219,2,1,14,00:04:51:624,00:04:54:001,negative,anger,1,disgust,1,,
BBT,if you wait for us to set up the time machine,219,3,1,14,00:04:54:168,00:04:56:378,positive,joy,1,,,,
BBT,i can drop you off at work yesterday,219,4,1,14,00:04:56:546,00:04:58:714,positive,joy,1,,,,
BBT,time-travel joke. it's not... never mind,219,5,1,14,00:05:00:967,00:05:02:968,positive,joy,1,sadness,1,,
BBT,"for what it's worth, i thought it was humorous",219,6,1,14,00:05:05:221,00:05:07:723,positive,acceptance,1,,,,
BBT,let's just do this,219,7,1,14,00:05:11:561,00:05:12:894,positive,joy,2,,,,
BBT,you guys ready to push? rajesh: in a minute,219,8,1,14,00:05:13:062,00:05:15:605,neutral,neutral,,,,,
BBT,howard stepped outside to throw up,219,9,1,14,00:05:15:773,00:05:18:400,neutral,neutral,,,,,
BBT,excuse me?,220,0,1,15,00:02:01:204,00:02:03:247,negative,surprise,1,,,,
BBT,she's my twin sister,220,1,1,15,00:02:03:414,00:02:04:665,positive,joy,1,,,,
BBT,"she thinks she's funny, but frankly, i've never been able to see it",220,2,1,15,00:02:04:833,00:02:08:168,positive,joy,1,disgust,2,,
BBT,"that's because you have no measurable sense of humor, shelly",220,3,1,15,00:02:08:336,00:02:11:130,positive,joy,2,,,,
BBT,how exactly would one measure a sense of humor?,220,4,1,15,00:02:11:297,00:02:13:799,negative,surprise,2,disgust,1,,
BBT,a humormometer?,220,5,1,15,00:02:13:967,00:02:16:093,negative,disgust,1,,,,
BBT,"well, i think you're delightfully droll. or as the french say:",220,6,1,15,00:02:18:888,00:02:22:266,positive,joy,2,,,,
BBT,"okay, so let me see if i got this. leonard, howard and",220,7,1,15,00:02:24:310,00:02:28:772,positive,joy,1,,,,
BBT,"i'm sorry, what was your name again?",220,8,1,15,00:02:28:940,00:02:31:233,neutral,neutral,,,,,
BBT,rajesh,220,9,1,15,00:02:57:844,00:02:59:678,neutral,neutral,,,,,
BBT,"so, missy, what brings you all the way from texas?",221,0,1,15,00:03:24:412,00:03:26:663,positive,joy,2,,,,
BBT,was it perhaps destiny? i think it was destiny,221,1,1,15,00:03:26:831,00:03:29:625,positive,joy,1,,,,
BBT,my friend's getting married at disneyland,221,2,1,15,00:03:29:792,00:03:31:877,positive,joy,3,,,,
BBT,"destiny, thy name is anaheim",221,3,1,15,00:03:32:045,00:03:35:339,positive,joy,1,,,,
BBT,and i had to drop off some papers for shelly to sign for my dad's estate,221,4,1,15,00:03:36:799,00:03:40:177,positive,joy,1,,,,
BBT,"the papers could've been mailed. mom sent you here to spy on me, didn't she?",221,5,1,15,00:03:40:345,00:03:43:847,negative,anger,1,disgust,2,,
BBT,i guess that's why they call you a genius,221,6,1,15,00:03:44:015,00:03:46:308,negative,disgust,1,,,,
BBT,they call me a genius because i'm a genius,221,7,1,15,00:03:46:476,00:03:49:144,positive,anger,1,acceptance,2,,
BBT,tell mom that i currently weigh 165 pounds,221,8,1,15,00:03:50:021,00:03:52:648,neutral,neutral,,,,,
BBT,and that i'm having regular bowel movements,221,9,1,15,00:03:52:815,00:03:55:984,neutral,neutral,,,,,
BBT,enjoy the wedding. goodbye,221,10,1,15,00:03:56:152,00:03:57:861,positive,joy,1,,,,
BBT,"whoa, whoa.",221,11,1,15,00:03:58:196,00:03:59:988,negative,surprise,2,,,,
BBT,"whoa, whoa",221,12,1,15,00:03:58:196,00:03:59:988,negative,surprise,2,,,,
BBT,"if the wedding's not till tomorrow, why don't you stay with us tonight?",221,13,1,15,00:04:00:823,00:04:04:076,positive,joy,1,,,,
BBT,"oh, i don't think so. shelly doesn't like company",221,14,1,15,00:04:04:244,00:04:07:204,negative,sadness,1,disgust,1,,
BBT,"even as a little boy, he'd send his imaginary friends home at the end of the day",221,15,1,15,00:04:07:372,00:04:11:166,negative,disgust,2,,,,
BBT,they were not friends. they were imaginary colleagues,221,16,1,15,00:04:11:668,00:04:14:753,negative,anger,2,,,,
BBT,"look, you're here, and we have plenty of room",221,17,1,15,00:04:15:755,00:04:18:048,positive,joy,1,,,,
BBT,"no, we don't.",221,18,1,15,00:04:18:216,00:04:21:969,negative,anger,2,disgust,1,,
BBT,"come on, shelly, she's family",221,19,1,15,00:04:18:216,00:04:21:969,positive,joy,1,,,,
BBT,i could wrap up an order of mee krob and a couple of lottery scratchers,222,0,1,16,00:08:01:564,00:08:05:734,neutral,neutral,,,,,
BBT,"okay, let's do this. i will drive sheldon to get a present",222,1,1,16,00:08:05:902,00:08:09:404,neutral,neutral,,,,,
BBT,"howard, get rid of leonard for two hours.",222,2,1,16,00:08:09:572,00:08:12:407,neutral,neutral,,,,,
BBT,no problem,222,3,1,16,00:08:09:572,00:08:12:407,positive,acceptance,1,,,,
BBT,"and then, raj, you bring the stuff across the hall and start setting up",222,4,1,16,00:08:12:575,00:08:15:911,neutral,neutral,,,,,
BBT,what if guests show up?,223,0,1,16,00:08:16:746,00:08:19:331,positive,fear,1,,,,
BBT,entertain them,223,1,1,16,00:08:16:746,00:08:19:331,positive,joy,1,,,,
BBT,what if they're women?,223,2,1,16,00:08:20:583,00:08:22:459,positive,fear,1,,,,
BBT,stare at them and make them feel uncomfortable,223,3,1,16,00:08:23:377,00:08:26:004,negative,sadness,1,disgust,1,,
BBT,hey.,223,4,1,16,00:08:35:890,00:08:38:600,positive,joy,1,,,,
BBT,hey,223,5,1,16,00:08:35:890,00:08:38:600,positive,joy,1,,,,
BBT,how's it going?,223,6,1,16,00:08:38:976,00:08:41:144,positive,joy,2,,,,
BBT,fine,223,7,1,16,00:08:38:976,00:08:41:144,positive,acceptance,1,,,,
BBT,"so listen, the nuart is showing the revised, definitive cut of blade runner",223,8,1,16,00:08:41:854,00:08:47:442,positive,joy,1,,,,
BBT,seen it.,223,9,1,16,00:08:47:610,00:08:48:860,neutral,neutral,,,,,
BBT,no,223,10,1,16,00:08:47:610,00:08:48:860,negative,acceptance,1,,,,
BBT,you've seen the 25th anniversary final cut,223,11,1,16,00:08:49:028,00:08:51:738,positive,surprise,1,,,,
BBT,this one has eight seconds of previously-unseen footage,223,12,1,16,00:08:51:906,00:08:55:200,positive,surprise,1,,,,
BBT,they say it completely changes the tone of the film,223,13,1,16,00:08:55:368,00:08:58:036,positive,acceptance,1,,,,
BBT,pass,223,14,1,16,00:08:58:788,00:09:00:205,negative,disgust,1,,,,
BBT,"come on. afterwards, there's a q&a with harrison ford's body double",223,15,1,16,00:09:00:373,00:09:04:918,neutral,neutral,,,,,
BBT,"look, i am in the ""halo"" battle of my life here",223,16,1,16,00:09:05:086,00:09:07:462,negative,anger,1,,,,
BBT,"there's this kid in copenhagen, he has no immune system",223,17,1,16,00:09:07:630,00:09:10:215,negative,anger,1,,,,
BBT,"so all he does is sit in his bubble and play ""halo"" 24/7",223,18,1,16,00:09:10:383,00:09:13:468,neutral,neutral,,,,,
BBT,can't you play him some other time?,223,19,1,16,00:09:14:136,00:09:15:887,negative,sadness,1,,,,
BBT,"ah, okay",224,0,1,17,00:06:12:538,00:06:14:289,positive,acceptance,1,,,,
BBT,but my point is that you have absolutely no reason to be embarrassed,224,1,1,17,00:06:14:457,00:06:18:919,negative,sadness,2,disgust,1,,
BBT,really? do you think i overreacted?,224,2,1,17,00:06:19:837,00:06:22:297,negative,surprise,2,disgust,1,,
BBT,maybe a little.,224,3,1,17,00:06:22:465,00:06:25:467,positive,acceptance,1,,,,
BBT,"because i do that, i do overreact",224,4,1,17,00:06:22:465,00:06:25:467,positive,acceptance,2,,,,
BBT,maybe i should call mike and apologize.,224,5,1,17,00:06:25:635,00:06:28:011,negative,sadness,1,,,,
BBT,"no, no",224,6,1,17,00:06:25:635,00:06:28:011,negative,acceptance,2,,,,
BBT,"no, that would be under-reacting",224,7,1,17,00:06:28:179,00:06:30:722,negative,disgust,1,,,,
BBT,he did break the implied confidentiality of the bedroom,224,8,1,17,00:06:31:641,00:06:34:476,negative,sadness,1,disgust,2,,
BBT,"and in your case, the elevator, parks and fast-food franchise",224,9,1,17,00:06:34:644,00:06:38:855,negative,disgust,1,,,,
BBT,"yes, you're right",224,10,1,17,00:06:39:023,00:06:40:565,positive,acceptance,2,,,,
BBT,i should just say i am done with him,224,11,1,17,00:06:40:733,00:06:42:859,negative,anger,2,disgust,2,,
BBT,"yes you should. go ahead, say it",224,12,1,17,00:06:43:027,00:06:44:820,positive,acceptance,2,,,,
BBT,but i never gave the man a chance to explain,224,13,1,17,00:06:45:446,00:06:48:073,negative,sadness,2,disgust,1,,
BBT,what is there to explain? it's all right here,224,14,1,17,00:06:48:783,00:06:51:243,positive,acceptance,1,surprise,1,,
BBT,it's betrayal,224,15,1,17,00:06:51:411,00:06:53:370,negative,anger,1,disgust,3,,
BBT,"no, you were right the first time",224,16,1,17,00:06:53:538,00:06:55:789,negative,acceptance,1,,,,
BBT,this is a man who loves me,224,17,1,17,00:06:55:957,00:06:57:791,positive,joy,2,,,,
BBT,but in his own stupid way was just trying to show people how he feels,224,18,1,17,00:06:57:959,00:07:02:504,positive,joy,2,disgust,1,,
BBT,i'm pretty sure i never said that,224,19,1,17,00:07:03:506,00:07:06:091,negative,sadness,1,acceptance,1,,
BBT,"no, i didn't mean to go into your apartment to go fast",225,0,2,1,00:00:58:933,00:01:01:477,positive,joy,1,acceptance,1,,
BBT,"no, i know",225,1,2,1,00:01:01:644,00:01:03:270,positive,acceptance,3,,,,
BBT,i know what you meant. it's just this is only our first date,225,2,2,1,00:01:03:563,00:01:06:607,positive,joy,2,,,,
BBT,okay. sure. no problem,225,3,2,1,00:01:06:775,00:01:07:816,positive,acceptance,3,joy,2,,
BBT,why don't we just figure out where we're going,225,4,2,1,00:01:07:984,00:01:10:277,positive,joy,1,,,,
BBT,and when we want to get there?,225,5,2,1,00:01:10:445,00:01:12:571,positive,joy,1,,,,
BBT,and then rate of speed equals distance over time,225,6,2,1,00:01:12:739,00:01:16:617,positive,joy,1,,,,
BBT,solve for r,225,7,2,1,00:01:18:536,00:01:20:454,neutral,neutral,,,,,
BBT,or we could just wing it,225,8,2,1,00:01:21:539,00:01:23:123,positive,joy,2,disgust,1,,
BBT,that might work too,225,9,2,1,00:01:24:167,00:01:26:126,positive,joy,1,sadness,1,,
BBT,"good night, leonard.",225,10,2,1,00:01:26:753,00:01:28:837,positive,joy,3,,,,
BBT,good night,225,11,2,1,00:01:26:753,00:01:28:837,positive,joy,2,,,,
BBT,he's coming. screen saver,225,12,2,1,00:01:33:927,00:01:35:761,negative,fear,2,,,,
BBT,"oh, hey, leonard",225,13,2,1,00:01:40:391,00:01:42:392,positive,joy,1,,,,
BBT,how was your date?,225,14,2,1,00:01:42:560,00:01:45:187,positive,joy,1,,,,
BBT,bite me,225,15,2,1,00:01:42:560,00:01:45:187,negative,anger,1,disgust,2,,
BBT,"sheldon, how could you just sit there and let them spy on me?",225,16,2,1,00:01:47:357,00:01:50:859,negative,anger,2,disgust,3,,
BBT,they were clever,225,17,2,1,00:01:51:027,00:01:52:069,positive,acceptance,2,,,,
BBT,they exploited my complete lack of interest in what you were doing,225,18,2,1,00:01:52:237,00:01:55:614,positive,disgust,1,,,,
BBT,you should thank us. when future generations try to determine,225,19,2,1,00:01:56:950,00:01:59:910,positive,anger,1,disgust,1,,
BBT,"yeah, i thought it was a pretty good one. i gave him an ""lol.""",226,0,2,2,00:06:20:296,00:06:23:882,positive,acceptance,3,joy,1,,
BBT,"anyway, it got me thinking",226,1,2,2,00:06:24:050,00:06:25:509,neutral,neutral,,,,,
BBT,"now that you're unattached, maybe we can revisit our previous attachment",226,2,2,2,00:06:25:676,00:06:29:638,neutral,neutral,,,,,
BBT,are you suggesting another bout of stress release?,226,3,2,2,00:06:29:806,00:06:33:225,positive,surprise,1,,,,
BBT,"no, i'm all done with casual sex",226,4,2,2,00:06:33:393,00:06:34:935,negative,acceptance,2,,,,
BBT,i'm fully committed to the traditional relationship paradigm,226,5,2,2,00:06:35:103,00:06:37:979,positive,acceptance,1,,,,
BBT,really? what changed?,226,6,2,2,00:06:38:147,00:06:39:147,positive,surprise,3,,,,
BBT,there's just a time in every woman's life,226,7,2,2,00:06:39:649,00:06:41:650,neutral,neutral,,,,,
BBT,when she gets tired of waking up on a futon,226,8,2,2,00:06:41:818,00:06:44:111,negative,disgust,1,,,,
BBT,with a bunch of people she doesn't know,226,9,2,2,00:06:44:278,00:06:46:530,negative,disgust,1,,,,
BBT,"yeah, i can see how that would... a bunch of people?",226,10,2,2,00:06:47:323,00:06:50:826,positive,surprise,2,disgust,1,,
BBT,"anyway, i just figure it's time to slow things down",226,11,2,2,00:06:50:993,00:06:53:495,neutral,neutral,,,,,
BBT,and who better to slow things down with than you?,226,12,2,2,00:06:53:663,00:06:56:706,neutral,neutral,,,,,
BBT,i'm flattered,226,13,2,2,00:06:57:500,00:06:59:334,negative,disgust,2,joy,1,,
BBT,so how do you suggest we proceed?,226,14,2,2,00:07:00:837,00:07:03:338,neutral,neutral,,,,,
BBT,"your place. we'll order chinese. you'll rent a movie, artsy but accessible",226,15,2,2,00:07:03:506,00:07:07:008,neutral,neutral,,,,,
BBT,"then light petting, no coitus",226,16,2,2,00:07:07:176,00:07:09:177,neutral,neutral,,,,,
BBT,sounds fun.,226,17,2,2,00:07:10:721,00:07:13:723,positive,joy,1,,,,
BBT,i'll leave the details up to you,226,18,2,2,00:07:10:721,00:07:13:723,neutral,neutral,,,,,
BBT,i think it's better if you assume the male role,226,19,2,2,00:07:13:891,00:07:17:018,neutral,neutral,,,,,
BBT,"there you go, one enchanted sword",227,0,2,3,00:07:54:098,00:07:56:016,neutral,neutral,,,,,
BBT,"all right, give me, give me. i wanna kill the guard captain",227,1,2,3,00:07:56:184,00:07:59:311,negative,anger,1,,,,
BBT,that girl needs to get a life,227,2,2,3,00:08:03:774,00:08:05:901,negative,anger,2,disgust,3,,
BBT,sheldon,227,3,2,3,00:08:18:414,00:08:19:998,neutral,neutral,,,,,
BBT,sheldon.,227,4,2,3,00:08:26:088,00:08:29:216,neutral,neutral,,,,,
BBT,danger. danger,227,5,2,3,00:08:26:088,00:08:29:216,negative,fear,1,,,,
BBT,"no danger, it's me, penny",227,6,2,3,00:08:29:592,00:08:30:884,negative,anger,1,,,,
BBT,"listen, i got to level 25 and reached purple lotus swamp, right?",227,7,2,3,00:08:31:052,00:08:34:221,neutral,neutral,,,,,
BBT,you're in my bedroom.,227,8,2,3,00:08:34:388,00:08:36:056,negative,anger,2,disgust,3,,
BBT,yeah,227,9,2,3,00:08:34:388,00:08:36:056,positive,acceptance,2,,,,
BBT,leonard gave me an emergency key.,227,10,2,3,00:08:36:724,00:08:40:268,neutral,neutral,,,,,
BBT,people can't be in my bedroom,227,11,2,3,00:08:36:724,00:08:40:268,negative,anger,2,disgust,3,,
BBT,can we go talk in the living room?,227,12,2,3,00:08:40:436,00:08:43:688,neutral,neutral,,,,,
BBT,i'm not wearing pajama bottoms,227,13,2,3,00:08:40:436,00:08:43:688,negative,fear,1,,,,
BBT,why not?,227,14,2,3,00:08:45:316,00:08:47:859,negative,surprise,3,disgust,1,,
BBT,i spilled grape juice,227,15,2,3,00:08:45:316,00:08:47:859,neutral,neutral,,,,,
BBT,"well, wear different pajamas",227,16,2,3,00:08:48:277,00:08:49:694,negative,anger,2,,,,
BBT,can't wear different pajamas. these are my monday pajamas,227,17,2,3,00:08:49:862,00:08:52:739,negative,anger,2,disgust,1,,
BBT,"penny, people cannot be in my bedroom",227,18,2,3,00:08:53:699,00:08:55:659,negative,anger,2,disgust,2,,
BBT,"just tell me, is it too soon to join a quest to the black castle?",227,19,2,3,00:08:56:035,00:08:59:120,neutral,neutral,,,,,
